icao,name,email,phone
NVG,Novogorod Air Enterprise,novogorodairenterprise@email.com,4737
NSP,Novosibirsk Aircraft Repairing Plant,novosibirskaircraftrepairingplant@email.com,4738
NBE,Novosibirsk Aviaenterprise,novosibirskaviaenterprise@email.com,4739
NPO,Novosibirsk Aviation Production Association,novosibirskaviationproductionassociation@email.com,4740
NOY,Noy Aviation,noyaviation@email.com,4741
ACQ,Nuevo Continente,nuevocontinente@email.com,4742
NHR,Nuevo Horizonte Internacional,nuevohorizonteinternacional@email.com,4743
NUN,Nunasi-Central Airlines,nunasi-centralairlines@email.com,4744
NIN,Nurman Avia Indopura,nurmanaviaindopura@email.com,4745
NYS,Nyasa Express,nyasaexpress@email.com,4746
KNE,Nas Air,nasair@email.com,4747
OCN,O Air,oair@email.com,4748
OCM,O'Connor Airlines,o'connorairlines@email.com,4749
,OAG,oag@email.com,4750
JPA,OSACOM,osacom@email.com,4751
OHK,Oasis Hong Kong Airlines,oasishongkongairlines@email.com,4752
BCN,Ocean Air,oceanair@email.com,4753
VCX,Ocean Airlines,oceanairlines@email.com,4754
OCS,Ocean Sky (UK),oceansky(uk)@email.com,4755
TUK,Ocean Wings Commuter Service,oceanwingscommuterservice@email.com,4756
ONE,Oceanair,oceanair@email.com,4757
,Oceanic Airlines,oceanicairlines@email.com,4758
ODS,Odessa Airlines,odessaairlines@email.com,4759
ODY,Odyssey International,odysseyinternational@email.com,4760
FOC,Office Federal De'Aviation Civile,officefederalde'aviationcivile@email.com,4761
GBO,Ogooue Air Cargo,ogooueaircargo@email.com,4762
OKJ,Okada Airlines,okadaairlines@email.com,4763
OKP,Okapi Airways,okapiairways@email.com,4764
OKA,Okay Airways,okayairways@email.com,4765
OKL,Oklahoma Department of Public Safety,oklahomadepartmentofpublicsafety@email.com,4766
OLX,Olimex Aerotaxi,olimexaerotaxi@email.com,4767
KVK,Olimp Air,olimpair@email.com,4768
OAL,Olympic Airlines,olympicairlines@email.com,4769
OLY,Olympic Aviation,olympicaviation@email.com,4770
OMA,Oman Air,omanair@email.com,4771
ORF,Oman Royal Flight,omanroyalflight@email.com,4772
OAV,Omni - Aviacao e Tecnologia,omni-aviacaoetecnologia@email.com,4773
OAE,Omni Air International,omniairinternational@email.com,4774
OMF,Omniflys,omniflys@email.com,4775
OMS,Omskavia Airline,omskaviaairline@email.com,4776
ORL,On Air Limited,onairlimited@email.com,4777
OTG,One Two Go Airlines,onetwogoairlines@email.com,4778
OTM,Onetime Airlines Zambia,onetimeairlineszambia@email.com,4779
MED,Ontario Ministry of Health,ontarioministryofhealth@email.com,4780
OHY,Onur Air,onurair@email.com,4781
OPA,Opal Air,opalair@email.com,4782
OSA,Open Sky Aviation,openskyaviation@email.com,4783
BOS,OpenSkies,openskies@email.com,4784
ORR,Operadora Turistica Aurora,operadoraturisticaaurora@email.com,4785
OLE,Operadora de Lineas Ejecutivas,operadoradelineasejecutivas@email.com,4786
OTP,Operadora de Transportes Aereos,operadoradetransportesaereos@email.com,4787
OPV,Operadora de Veulos Ejectutivos,operadoradeveulosejectutivos@email.com,4788
LLO,Operation Enduring Freedom,operationenduringfreedom@email.com,4789
OAX,Operational Aviation Services,operationalaviationservices@email.com,4790
ORD,Orange Air Services,orangeairservices@email.com,4791
ORJ,Orange Air Sierra Leone,orangeairsierraleone@email.com,4792
ORE,Orange Aviation,orangeaviation@email.com,4793
ORX,Orbit Express Airlines,orbitexpressairlines@email.com,4794
ORK,Orca Air,orcaair@email.com,4795
BUE,Orebro Aviation,orebroaviation@email.com,4796
ORM,Orel State Air Enterprise,orelstateairenterprise@email.com,4797
ORB,Orenburg Airlines,orenburgairlines@email.com,4798
OTA,Organizacion De Transportes Aereos,organizaciondetransportesaereos@email.com,4799
OML,Organizacoes Mambra,organizacoesmambra@email.com,4800
OVV,Orient Air,orientair@email.com,4801
OTR,Orient Airlines,orientairlines@email.com,4802
ORN,Orient Airways,orientairways@email.com,4803
OEA,Orient Thai Airlines,orientthaiairlines@email.com,4804
NGK,Oriental Air Bridge,orientalairbridge@email.com,4805
OAC,Oriental Airlines,orientalairlines@email.com,4806
OGN,Origin Pacific Airways,originpacificairways@email.com,4807
OED,Orion Air Charter,orionaircharter@email.com,4808
OIX,Orion-x,orion-x@email.com,4809
KOV,Orlan-2000,orlan-2000@email.com,4810
RNG,Ornage Aircraft Leasing,ornageaircraftleasing@email.com,4811
OAD,Orscom Tourist Installations Company,orscomtouristinstallationscompany@email.com,4812
OSH,Osh Avia,oshavia@email.com,4813
OCO,Ostend Air College,ostendaircollege@email.com,4814
OLT,Ostfriesische Lufttransport,ostfriesischelufttransport@email.com,4815
FNL,Oulun Tilauslento,ouluntilauslento@email.com,4816
RON,Our Airline,ourairline@email.com,4817
OOT,Out Of The Blue Air Safaris,outoftheblueairsafaris@email.com,4818
OLA,Overland Airways,overlandairways@email.com,4819
OXE,Oxaero,oxaero@email.com,4820
WDK,Oxford Air Services,oxfordairservices@email.com,4821
OAA,Oxley Aviation,oxleyaviation@email.com,4822
OZR,Ozark Air Lines,ozarkairlines@email.com,4823
OZJ,Ozjet Airlines,ozjetairlines@email.com,4824
KTL,P & P Floss Pick Manufacturers,p&pflosspickmanufacturers@email.com,4825
PCR,PAC Air,pacair@email.com,4826
PNR,PAN Air,panair@email.com,4827
PBA,PB Air,pbair@email.com,4828
PDQ,PDQ Air Charter,pdqaircharter@email.com,4829
XAS,PHH Aviation System,phhaviationsystem@email.com,4830
PDG,PLM Dollar Group,plmdollargroup@email.com,4831
PUA,PLUNA,pluna@email.com,4832
PMT,PMTair,pmtair@email.com,4833
PRP,PRT Aviation,prtaviation@email.com,4834
JIA,PSA Airlines,psaairlines@email.com,4835
KST,PTL Luftfahrtunternehemen,ptlluftfahrtunternehemen@email.com,4836
WIS,Paccair,paccair@email.com,4837
PCE,Pace Airlines,paceairlines@email.com,4838
PAB,Pacific Air Boats,pacificairboats@email.com,4839
PRC,Pacific Air Charter,pacificaircharter@email.com,4840
PCF,Pacific Air Express,pacificairexpress@email.com,4841
PXP,Pacific Air Transport,pacificairtransport@email.com,4842
PIC,Jetstar Pacific,jetstarpacific@email.com,4843
PAK,Pacific Alaska Airlines,pacificalaskaairlines@email.com,4844
PCV,Pacific Aviation (Australia),pacificaviation(australia)@email.com,4845
PCX,Pacific Aviation (United States),pacificaviation(unitedstates)@email.com,4846
PBN,Pacific Blue,pacificblue@email.com,4847
PQA,Pacific Coast Airlines,pacificcoastairlines@email.com,4848
PCO,Pacific Coastal Airline,pacificcoastalairline@email.com,4849
PEC,Pacific East Asia Cargo Airlines,pacificeastasiacargoairlines@email.com,4850
PFA,Pacific Flight Services,pacificflightservices@email.com,4851
PIN,Pacific International Airlines,pacificinternationalairlines@email.com,4852
PSA,Pacific Island Aviation,pacificislandaviation@email.com,4853
PCJ,Pacific Jet,pacificjet@email.com,4854
PPM,Pacific Pearl Airways,pacificpearlairways@email.com,4855
PAR,Pacific Rim Airways,pacificrimairways@email.com,4856
PSX,Pacific Southwest Airlines,pacificsouthwestairlines@email.com,4857
NMI,Pacific Wings,pacificwings@email.com,4858
,Pacificair,pacificair@email.com,4859
PFR,Pacificair Airlines,pacificairairlines@email.com,4860
RCY,Package Express,packageexpress@email.com,4861
PAE,Paisajes Espanoles,paisajesespanoles@email.com,4862
PKW,Pak West Airlines,pakwestairlines@email.com,4863
PIA,Pakistan International Airlines,pakistaninternationalairlines@email.com,4864
PKR,Pakker Avio,pakkeravio@email.com,4865
LPA,Pal Aerolineas,palaerolineas@email.com,4866
PPC,Palau Asia Pacific Airlines,palauasiapacificairlines@email.com,4867
PTP,Palau Trans Pacific Airline,palautranspacificairline@email.com,4868
PNW,Palestinian Airlines,palestinianairlines@email.com,4869
JSP,Palmer Aviation,palmeraviation@email.com,4870
PIR,Pamir Airways,pamirairways@email.com,4871
PFN,Pan African Air Services,panafricanairservices@email.com,4872
ODM,Pan African Airways,panafricanairways@email.com,4873
PAX,Pan Air,panair@email.com,4874
XPA,Pan Am Weather Systems,panamweathersystems@email.com,4875
PWD,Pan Am World Airways,panamworldairways@email.com,4876
PAA,Pan American Airways,panamericanairways@email.com,4877
PAA,Pan American World Airways,panamericanworldairways@email.com,4878
PEA,Pan Europeenne Air Service,paneuropeenneairservice@email.com,4879
PHT,Pan Havacilik Ve Ticaret,panhavacilikveticaret@email.com,4880
PMA,Pan Malaysian Air Transport,panmalaysianairtransport@email.com,4881
PNC,Pan-Air,pan-air@email.com,4882
PNF,Panafrican Airways,panafricanairways@email.com,4883
PGI,Panagra Airways,panagraairways@email.com,4884
PEI,Panamedia,panamedia@email.com,4885
PVI,Panavia,panavia@email.com,4886
PNH,Panh,panh@email.com,4887
PHU,Pannon Air Service,pannonairservice@email.com,4888
PNM,Panorama,panorama@email.com,4889
PAH,Panorama Air Tour,panoramaairtour@email.com,4890
AFD,Panorama Flight Service,panoramaflightservice@email.com,4891
PTN,Pantanal Linhas Aéreas,pantanallinhasaéreas@email.com,4892
HMP,Papair Terminal,papairterminal@email.com,4893
PAI,Paradise Airways,paradiseairways@email.com,4894
PDI,Paradise Island Airways,paradiseislandairways@email.com,4895
PGX,Paragon Air Express,paragonairexpress@email.com,4896
PGF,Paragon Global Flight Support,paragonglobalflightsupport@email.com,4897
PRR,Paramount Airlines,paramountairlines@email.com,4898
PMW,Paramount Airways,paramountairways@email.com,4899
APE,Parcel Express,parcelexpress@email.com,4900
IRE,Pariz Air,parizair@email.com,4901
PRA,Pars Aviation Service,parsaviationservice@email.com,4902
PST,Parsa,parsa@email.com,4903
FAP,Parsons Airways Northern,parsonsairwaysnorthern@email.com,4904
PSC,Pascan Aviation,pascanaviation@email.com,4905
PTB,Passaredo Transportes Aereos,passaredotransportesaereos@email.com,4906
PTC,Patria Cargas Aereas,patriacargasaereas@email.com,4907
BYT,Patriot Aviation Limited,patriotaviationlimited@email.com,4908
ETL,Patterson Aviation Company,pattersonaviationcompany@email.com,4909
PHE,Pawan Hans,pawanhans@email.com,4910
IRP,Payam Air,payamair@email.com,4911
KGC,Peach Air,peachair@email.com,4912
PRL,Pearl Air,pearlair@email.com,4913
PBY,Pearl Air Services,pearlairservices@email.com,4914
HPA,Pearl Airways,pearlairways@email.com,4915
PVU,Peau Vava%Gʻ%@u,peauvava%gʻ%@u@email.com,4916
PXA,Pecotox Air,pecotoxair@email.com,4917
PGT,Pegasus Airlines,pegasusairlines@email.com,4918
PEV,Pegasus Aviation,pegasusaviation@email.com,4919
,Pegasus Hava Tasimaciligi,pegasushavatasimaciligi@email.com,4920
HAK,Pegasus Helicopters,pegasushelicopters@email.com,4921
PDF,Pelican Air Services,pelicanairservices@email.com,4922
PEX,Pelican Express,pelicanexpress@email.com,4923
PAS,Pelita Air Service,pelitaairservice@email.com,4924
PEM,Pem-Air,pem-air@email.com,4925
PDY,Pen-Avia,pen-avia@email.com,4926
PEN,Peninsula Airways,peninsulaairways@email.com,4927
PNE,Peninter Aerea,peninteraerea@email.com,4928
PCA,Penya De L'Aire,penyadel'aire@email.com,4929
CVT,Peran,peran@email.com,4930
PCC,Perforadora Central,perforadoracentral@email.com,4931
PAG,Perimeter Aviation,perimeteraviation@email.com,4932
PGP,Perm Airlines,permairlines@email.com,4933
PPQ,Personas Y Pasquetes Por Air,personasypasquetesporair@email.com,4934
FPR,Peruvian Air Force,peruvianairforce@email.com,4935
INP,Peruvian Navy,peruviannavy@email.com,4936
PMX,Petroleos Mexicanos,petroleosmexicanos@email.com,4937
PHM,Petroleum Helicopters,petroleumhelicopters@email.com,4938
PHC,Petroleum Helicopters de Colombia,petroleumhelicoptersdecolombia@email.com,4939
PTK,Petropavlovsk-Kamchatsk Air Enterprise,petropavlovsk-kamchatskairenterprise@email.com,4940
PTY,Petty Transport,pettytransport@email.com,4941
PHV,Phenix Aviation,phenixaviation@email.com,4942
PMY,Phetchabun Airline,phetchabunairline@email.com,4943
PAL,Philippine Airlines,philippineairlines@email.com,4944
PHI,Philips Aviation Services,philipsaviationservices@email.com,4945
BCH,Phillips Air,phillipsair@email.com,4946
PDD,Phillips Alaska,phillipsalaska@email.com,4947
PHL,Phillips Michigan City Flying Service,phillipsmichigancityflyingservice@email.com,4948
PHB,Phoebus Apollo Aviation,phoebusapolloaviation@email.com,4949
KZM,Phoebus Apolloa Zambia,phoebusapolloazambia@email.com,4950
PHA,Phoenix Air Group,phoenixairgroup@email.com,4951
PHN,Phoenix Air Lines,phoenixairlines@email.com,4952
PAM,Phoenix Air Service,phoenixairservice@email.com,4953
PPG,Phoenix Air Transport,phoenixairtransport@email.com,4954
WDY,Phoenix Airline Services,phoenixairlineservices@email.com,4955
,Phoenix Airways,phoenixairways@email.com,4956
PHY,Phoenix Avia,phoenixavia@email.com,4957
PHG,Phoenix Aviation,phoenixaviation@email.com,4958
XPX,Phoenix Flight Operations,phoenixflightoperations@email.com,4959
VAP,Phuket Air,phuketair@email.com,4960
PDT,Piedmont Airlines (1948-1989),piedmontairlines(1948-1989)@email.com,4961
PCH,Pilatus Flugzeugwerke,pilatusflugzeugwerke@email.com,4962
PLU,Pilatus PC-12 Center De Mexico,pilatuspc-12centerdemexico@email.com,4963
MKS,Pimichikamac Air,pimichikamacair@email.com,4964
PNP,Pineapple Air,pineappleair@email.com,4965
PIM,Pinframat,pinframat@email.com,4966
PCL,Pinnacle Air Group,pinnacleairgroup@email.com,4967
FLG,Pinnacle Airlines,pinnacleairlines@email.com,4968
PIO,Pioneer Airlines,pioneerairlines@email.com,4969
PER,Pioneers Limited,pioneerslimited@email.com,4970
PRN,Pirinair Express,pirinairexpress@email.com,4971
PLN,Planar,planar@email.com,4972
PMS,Planemaster Services,planemasterservices@email.com,4973
PLZ,Planet Airways,planetairways@email.com,4974
PYZ,Players Air,playersair@email.com,4975
LIB,Ploizeihubschrauberstaffel Hamburg,ploizeihubschrauberstaffelhamburg@email.com,4976
PSF,Plymouth School of Flying,plymouthschoolofflying@email.com,4977
POC,Pocono Air Lines,poconoairlines@email.com,4978
PDA,Podilia-Avia,podilia-avia@email.com,4979
PAZ,Point Afrique Niger,pointafriqueniger@email.com,4980
RMI,Point Airlines,pointairlines@email.com,4981
PAW,Pointair Burkina,pointairburkina@email.com,4982
PTS,Points of Call Airlines,pointsofcallairlines@email.com,4983
PAC,Polar Air Cargo,polaraircargo@email.com,4984
PMO,Polar Airlines de Mexico,polarairlinesdemexico@email.com,4985
PSR,Polestar Aviation,polestaraviation@email.com,4986
POT,Polet,polet@email.com,4987
POF,Police Aux Frontiers,policeauxfrontiers@email.com,4988
PLC,Police Aviation Services,policeaviationservices@email.com,4989
PLF,Polish Air Force,polishairforce@email.com,4990
PNY,Polish Navy,polishnavy@email.com,4991
NRW,Polizeifliegerstaffel Nordrhein-Westfalen,polizeifliegerstaffelnordrhein-westfalen@email.com,4992
PPH,Polizeihibschrauberstaffel Neidersachsen,polizeihibschrauberstaffelneidersachsen@email.com,4993
PIK,Polizeihuberschrauberstaffel Sachsen-Anhalt,polizeihuberschrauberstaffelsachsen-anhalt@email.com,4994
SRP,Polizeihubschrafterstaffel Rheinland-Pfalz,polizeihubschrafterstaffelrheinland-pfalz@email.com,4995
PBW,Polizeihubschrauberstaffel Baden-Wurtemberg,polizeihubschrauberstaffelbaden-wurtemberg@email.com,4996
EDL,Polizeihubschrauberstaffel Bayern,polizeihubschrauberstaffelbayern@email.com,4997
PBB,Polizeihubschrauberstaffel Brandenburg,polizeihubschrauberstaffelbrandenburg@email.com,4998
PHH,Polizeihubschrauberstaffel Hessen,polizeihubschrauberstaffelhessen@email.com,4999
PMV,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,polizeihubschrauberstaffelmecklenburg-vorpommern@email.com,5000
PHS,Polizeihubschrauberstaffel Sachsen,polizeihubschrauberstaffelsachsen@email.com,5001
HBT,Polizeihubschrauberstaffel Thuringen,polizeihubschrauberstaffelthuringen@email.com,5002
CUK,Polo Aviation,poloaviation@email.com,5003
PLA,Polynesian Air-Ways,polynesianair-ways@email.com,5004
PAO,Polynesian Airlines,polynesianairlines@email.com,5005
PLB,Polynesian Blue,polynesianblue@email.com,5006
,Polyot Sirena,polyotsirena@email.com,5007
PND,Pond Air Express,pondairexpress@email.com,5008
PSI,Pont International Airline Services,pontinternationalairlineservices@email.com,5009
PLX,Pool Aviation,poolaviation@email.com,5010
PTQ,Port Townsend Airways,porttownsendairways@email.com,5011
POR,Porteadora De Cosola,porteadoradecosola@email.com,5012
POE,Porter Airlines,porterairlines@email.com,5013
PGA,Portugalia,portugalia@email.com,5014
AFP,Portuguese Air Force,portugueseairforce@email.com,5015
POA,Portuguese Army,portuguesearmy@email.com,5016
PON,Portuguese Navy,portuguesenavy@email.com,5017
PDC,Potomac Air,potomacair@email.com,5018
PSN,Potosina Del Aire,potosinadelaire@email.com,5019
PWL,Powell Air,powellair@email.com,5020
PFS,Prairie Flying Service,prairieflyingservice@email.com,5021
PWC,Pratt and Whitney Canada,prattandwhitneycanada@email.com,5022
PRF,Precision Air,precisionair@email.com,5023
PRE,Precision Airlines,precisionairlines@email.com,5024
BAT,Premiair,premiair@email.com,5025
PGL,Premiair Aviation Services,premiairaviationservices@email.com,5026
PME,Premiair Fliyng Club,premiairfliyngclub@email.com,5027
EMI,Premium Air Shuttle,premiumairshuttle@email.com,5028
PMU,Premium Aviation,premiumaviation@email.com,5029
BFA,Presidence Du Faso,presidencedufaso@email.com,5030
ONM,Presidencia de La Republica de Guinea Ecuatorial,presidenciadelarepublicadeguineaecuatorial@email.com,5031
PSD,President Airlines,presidentairlines@email.com,5032
PRD,Presidential Aviation,presidentialaviation@email.com,5033
PWA,Priester Aviation,priesteraviation@email.com,5034
PMM,Primair,primair@email.com,5035
WCP,Primaris Airlines,primarisairlines@email.com,5036
PMC,Primas Courier,primascourier@email.com,5037
CRY,Primavia Limited,primavialimited@email.com,5038
PRM,Prime Air,primeair@email.com,5039
PKZ,Prime Aviation,primeaviation@email.com,5040
CME,Prince Edward Air,princeedwardair@email.com,5041
PJP,Princely Jets,princelyjets@email.com,5042
,Princess Air,princessair@email.com,5043
PCN,Princeton Aviation Corporation,princetonaviationcorporation@email.com,5044
PRY,Priority Air Charter,priorityaircharter@email.com,5045
PAT,Priority Air Transport,priorityairtransport@email.com,5046
BCK,Priority Aviation Company,priorityaviationcompany@email.com,5047
PTI,Privatair,privatair@email.com,5048
PJE,Private Jet Expeditions,privatejetexpeditions@email.com,5049
PJA,Private Jet Management,privatejetmanagement@email.com,5050
PWF,Private Wings Flugcharter,privatewingsflugcharter@email.com,5051
PVG,Privilege Style L,privilegestylel@email.com,5052
PRH,Pro Air,proair@email.com,5053
